"Geno","Location","TRS_kg_per_Mg","CYMg_per_ha","Population","Dia","Brix","Fiber","SW_kg","Sucrose..","Moisture","Pol..Reading","Purity"
"HB07-3329-3","Light",73.9785098117249,77.2464007202335,188961.616480027,14.5721264940556,14.9290949026066,21.6401122688603,0.415710749376146,11.1248640432841,67.6674131781886,46.9073482502214,73.3319630923394
"HB07-3329-5","Heavy",85.355724969402,32.5533998043589,111836.106890425,14.4612714983732,16.781144678248,15.6300712202662,0.281869733841975,12.9857496546788,70.4192305621559,55.0454284948693,75.4233420775642
"HB07-3329-5","Light",91.4791227357499,35.2764204152418,98934.66270204,14.8266230309008,17.0954659982085,16.9011561103098,0.379279168346751,13.3853293513782,69.3886227672753,57.0117206022148,77.0588569097493
"HB07-3329-8","Heavy",59.2149221443524,68.3519386582812,171832.287131966,16.4207692257978,13.7916839266453,18.2669948339317,0.433922564711391,9.68885794623917,70.7874134134146,40.3874710970531,68.417549759467
"HB07-3329-8","Light",76.2556305297419,46.7494940599292,102339.9026277,15.6251492839796,15.1182215478585,18.5842963083314,0.481202179149806,11.3928260587684,69.7807622460435,48.071953112515,74.1035363711326
"HB07-3452-3","Heavy",65.468459948903,24.2372051342019,194538.114727355,12.1334269405536,14.5346372959364,22.6744082234078,0.131021511234447,10.5114329324059,66.5237248719963,43.8992854992546,70.2894312061273
"HB07-3452-3","Light",58.8919681303113,30.3209114655947,187973.950263149,10.4271055832759,13.4324085310937,22.0278024238367,0.156818486817182,9.28204050862385,67.9717082723556,38.8506774156685,67.9336939830214
"HB07-3452-4","Heavy",87.391252328595,47.6262649496504,243736.242929585,11.2047064701807,16.9235220474864,24.2816986253445,0.201796926714011,13.2572166212539,63.594325904679,55.4383398654054,75.8626107915963
"HB07-3452-4","Light",78.8818623297776,48.5349799707538,278070.978522729,11.0612223645477,15.3570940647882,22.0492175294027,0.176666143514933,11.6982571294528,66.7082311631935,49.418893735363,74.7619180072156
"HO00-06","Heavy",84.3307545777851,65.8000748327185,112404.846000185,17.3807716336608,17.0962767275381,19.8110922572467,0.557823628928607,13.0026537146595,67.1227889893191,54.6445521217638,73.6577124169219
"HO00-06","Light",86.1792679512885,83.942947547269,142420.530999497,17.7801894586937,17.0563660759343,18.9196860969632,0.629278385800891,12.8749834452436,68.1908564774652,54.7886096398496,74.5114443473529
"HO01-008","Heavy",87.2428332944525,126.237348719415,174866.082385973,19.6886868312503,16.9998077240425,15.1276593972399,0.786855558939743,13.2588392338907,70.1911484847269,55.47949219511,75.391776215268
"HO01-008","Light",94.9981855692548,99.9453231831423,143712.40057147,20.4397342622512,17.354855072355,14.6244085208129,0.718944810852805,13.782079432322,70.4195738283087,58.733167627808,78.3912061572227
"HO01-025","Heavy",88.7468121582842,57.6359774164409,95905.249531094,18.4504668918379,17.2560567261675,19.5128167630779,0.578010852238528,13.5002108344597,67.293642588346,55.6475647022272,74.9399117470349
"HO01-025","Light",84.1170306508239,58.6211509799666,119848.736716888,18.2121642544716,16.8353564708174,17.1103671054281,0.510468385755756,12.6177074435203,69.5256880288004,53.6575645506741,73.7769335439185
"HO02-113","Heavy",92.618592390334,65.6156379110408,178132.602587427,14.8115173446331,17.9234938399313,20.9420187181712,0.409431173504458,14.0312890935214,65.105149763121,59.4281664568536,76.1698546345108
"HO02-113","Light",93.5103535645296,80.6163541178728,218127.838137154,15.6250440452324,17.5419025398393,19.2256131274365,0.37870140023628,13.6971541012085,67.0572423972163,58.4311602426649,76.9564156843429
"HO02-144","Heavy",100.450943836941,73.5807341425437,177148.298367786,14.8529198507739,18.0617787807147,17.7641929501966,0.410581221856149,14.7949588271765,67.817484636466,62.8590726634447,79.0904646572583
"HO02-144","Light",86.5018960044876,44.7655588124707,204890.95448603,12.6359014452202,17.0295542876295,21.3571345101447,0.218609213106124,12.8964562180979,66.3191290473719,54.8601708104899,74.7766914046997
"HO02-147","Heavy",87.1931861053694,27.5960914912673,163529.666346294,12.8544224672777,17.2999367465854,19.2480959500883,0.188253244851754,13.3563024307117,67.4112004084477,55.7613446631903,74.3586033242995
"HO02-147","Light",99.1482388573241,37.4278317198509,195945.18164592,12.4818947764757,17.6625787460951,16.6789068809659,0.193602844366564,14.2531859868332,68.9021196942478,60.8129615885865,79.9887802871073
"HO04-547","Light",124.344314255339,74.0159673433336,88699.2424527494,23.8755598751115,20.2485089753666,12.1589480338728,0.960858172646271,17.351767457284,70.2219974882998,74.9710375810714,84.7676777601283
"HO04-847","Heavy",115.709341844831,71.320836853837,66663.3900007469,23.8730820292996,19.6923285357204,11.2827843790989,1.01298050758281,16.688419123133,71.2038663098303,71.1950646234019,82.278428102725
"HO04-847","Light",122.674363058017,72.7013957930345,89710.6033840665,23.806420290496,20.3552159328915,12.1358881772396,0.82796036769003,17.2283910022672,70.1842066505779,74.4834995767051,83.5792679259927
"HO04-9076","Heavy",82.8456221197756,74.7601937462655,164481.812881647,15.8406982488743,16.5354746088807,23.6773519490735,0.47596081515001,12.6852424792933,64.2011828257029,53.5829109581992,74.8342154204781
"HO04-9076","Light",91.245620279104,90.3091301588773,174464.444746069,16.0743465302654,16.5944265059158,23.7583088628713,0.528429345635033,13.2141792960987,64.3780178041875,56.1191263270848,78.5141342920051
"HO05-961","Heavy",105.708668994866,64.5088859400804,80199.5018172335,22.496235539858,18.4712724751889,12.2443519378829,0.845863646838237,15.358931536633,71.3183406317047,65.8589626889331,81.4720992556342
