"Geno","TRS_kg_per_Mg","CYMg_per_ha","Population","Dia","Brix","Fiber","SW_kg","Sucrose..","Moisture","Pol..Reading","Purity"
"HO09-822",120.801860546601,79.612247604867,90858.3231992676,20.7499999999998,19.7197150560281,13.9203470619446,0.727576419207691,16.9618040361589,69.2561304384718,73.1231714951807,84.4851538578321
"HO09-824",131.263365555176,54.5035782595569,87195.017437423,19.8666666674998,20.1272034063118,14.9203493194441,0.650510696384802,18.0546664372602,67.7287980859604,78.0029853246162,88.085154646486
"HO09-825",125.944427160994,75.8518586316277,116478.545463036,20.0875000012498,20.1255749289018,12.7382437711486,0.685823737895587,17.5577982874168,69.4424720600603,75.8453908165247,85.9036851320816
"HO09-827",112.958723751262,62.2950727650695,117767.776827524,19.8124999999998,18.8750640852794,12.0298278259588,0.553241280106453,15.9865569887085,71.435144860369,68.6361731911863,83.4535781176026
"HO09-831",122.570152184092,54.1108024138246,63051.3686727885,23.5166666674998,20.2178730586497,12.8849780421127,0.841557202832756,17.2739463223247,69.5528614450374,74.6675371712264,83.8717675837986
"HO09-840",112.075296314901,59.3335903311137,110348.928825263,18.2124999999998,18.9426129373327,14.6932317383904,0.54112432240004,15.9275182954818,69.1083609095357,68.4239428392612,82.5804973043917
"HO09-841",120.748680066583,58.3823656115115,86914.9251580866,21.3548777204519,20.0297957092921,13.2807792438541,0.619775041307421,17.0472582700714,69.3257912857498,73.6006345832429,83.7106631220907
"HO09-9151",88.4419180107871,28.8295638474605,135016.268769717,11.4124999999998,16.5554102524132,16.5915129541862,0.201532091775187,13.038109135953,69.470809525107,55.3897146749925,77.2487307090273
"HO10-199",120.568770645323,83.5543423362409,100811.255405393,21.8778468514731,19.8649580736949,13.9252681934984,0.798883038553907,16.9810313112463,68.9985880509665,73.2535901552376,84.0564832923791
"HO10-919",117.663503717533,68.2973937513611,79224.1359096746,24.5091758261268,19.3861508337491,14.3235763343312,0.993362907353698,16.5774387094192,69.0330436213524,71.3538135619457,84.0875296815221
"HO10-9235",106.397995606065,66.2597322242532,185546.966385668,14.8458333328748,18.3529810749694,20.0661375721723,0.363091025454333,15.2277654435605,65.6702616842461,65.220398393604,81.5912121171178
"HO10-9246",92.6794361784313,108.76437613357,168085.588747418,18.1853997711566,16.3294339438211,18.2064506734515,0.657248170614898,13.3620093102909,68.4691906025023,56.6717273289526,80.5344134785645
"HO10-9406",88.6488795675334,107.984928766595,150086.635909675,18.5591758261269,15.9373860287491,19.5175498693312,0.782158960072448,12.8770666744192,67.9081168613524,54.5897716569457,78.8538114565221
"HO11-515",127.311339698218,66.9599782804389,90297.2523243971,20.9458333324998,20.326980971881,13.4732860028889,0.735899257279027,17.7468113158801,68.7521798168919,76.756505254022,85.7068909581994
"HO11-519",121.611527035842,84.2594383270204,109283.487500753,20.2708333337498,19.9266919826499,12.7938359860919,0.783222685757724,17.0975865802549,69.725611262258,73.7901489782137,84.319638398676
"HO11-528",115.07800889679,41.396815208235,57968.4081340034,23.0291666662498,19.3490557217857,12.8849435241813,0.705890269918083,16.3257713494556,70.2049713610863,70.277416175642,82.7878767558582
"HO11-532",127.211523338925,69.9285480395823,92502.2580473217,20.4874999987498,20.4854402671847,14.0041119298281,0.739286772651043,17.7825856444332,68.2404703261057,76.9599459501162,85.3426181783636
"HO11-573",134.410813438049,59.3759135707787,83196.0117144984,22.0208333324998,21.6070224494059,13.0687816943534,0.712872688588263,18.778289295218,68.2175368024991,81.7301464456819,85.5007273319983
